ProductKey,Product,Standard Cost,Color,List Price,Model,Subcategory,Category,SKU,Safety Stock Level,Reorder Point,Class
471,"Classic Vest, S",23.749,"Blue",63.5,"Classic Vest","Vests","Clothing","VE-C304-S",4,3,""
472,"Classic Vest, M",23.749,"Blue",63.5,"Classic Vest","Vests","Clothing","VE-C304-M",4,3,""
473,"Classic Vest, L",23.749,"Blue",63.5,"Classic Vest","Vests","Clothing","VE-C304-L",4,3,""
477,"Water Bottle - 30 oz.",1.8663,"NA",4.99,"Water Bottle","Bottles and Cages","Accessories","WB-H098",4,3,""
478,"Mountain Bottle Cage",3.7363,"NA",9.99,"Mountain Bottle Cage","Bottles and Cages","Accessories","BC-M005",4,3,""
479,"Road Bottle Cage",3.3623,"NA",8.99,"Road Bottle Cage","Bottles and Cages","Accessories","BC-R205",4,3,""
480,"Patch Kit/8 Patches",0.8565,"NA",2.29,"Patch kit","Tires and Tubes","Accessories","PK-7098",4,3,""
481,"Racing Socks, M",3.3623,"White",8.99,"Racing Socks","Socks","Clothing","SO-R809-M",4,3,""
482,"Racing Socks, L",3.3623,"White",8.99,"Racing Socks","Socks","Clothing","SO-R809-L",4,3,""
483,"Hitch Rack - 4-Bike",44.88,"NA",120,"Hitch Rack - 4-Bike","Bike Racks","Accessories","RA-H123",4,3,""
484,"Bike Wash - Dissolver",2.9733,"NA",7.95,"Bike Wash","Cleaners","Accessories","CL-9009",4,3,""
485,"Fender Set - Mountain",8.2205,"NA",21.98,"Fender Set - Mountain","Fenders","Accessories","FE-6654",4,3,""
486,"All-Purpose Bike Stand",59.466,"NA",159,"All-Purpose Bike Stand","Bike Stands","Accessories","ST-1401",4,3,""
487,"Hydration Pack - 70 oz.",20.5663,"Silver",54.99,"Hydration Pack","Hydration Packs","Accessories","HY-1023-70",4,3,""
488,"Short-Sleeve Classic Jersey, S",41.5723,"Yellow",53.99,"Short-Sleeve Classic Jersey","Jerseys","Clothing","SJ-0194-S",4,3,""
489,"Short-Sleeve Classic Jersey, M",41.5723,"Yellow",53.99,"Short-Sleeve Classic Jersey","Jerseys","Clothing","SJ-0194-M",4,3,""
490,"Short-Sleeve Classic Jersey, L",41.5723,"Yellow",53.99,"Short-Sleeve Classic Jersey","Jerseys","Clothing","SJ-0194-L",4,3,""
491,"Short-Sleeve Classic Jersey, XL",41.5723,"Yellow",53.99,"Short-Sleeve Classic Jersey","Jerseys","Clothing","SJ-0194-X",4,3,""
560,"Touring-2000 Blue, 60",755.1508,"Blue",1214.85,"Touring-2000","Touring Bikes","Bikes","BK-T44U-60",100,75,"M"
561,"Touring-1000 Yellow, 46",1481.9379,"Yellow",2384.07,"Touring-1000","Touring Bikes","Bikes","BK-T79Y-46",100,75,"H"
562,"Touring-1000 Yellow, 50",1481.9379,"Yellow",2384.07,"Touring-1000","Touring Bikes","Bikes","BK-T79Y-50",100,75,"H"
563,"Touring-1000 Yellow, 54",1481.9379,"Yellow",2384.07,"Touring-1000","Touring Bikes","Bikes","BK-T79Y-54",100,75,"H"
564,"Touring-1000 Yellow, 60",1481.9379,"Yellow",2384.07,"Touring-1000","Touring Bikes","Bikes","BK-T79Y-60",100,75,"H"
565,"Touring-3000 Blue, 54",461.4448,"Blue",742.35,"Touring-3000","Touring Bikes","Bikes","BK-T18U-54",100,75,"L"
566,"Touring-3000 Blue, 58",461.4448,"Blue",742.35,"Touring-3000","Touring Bikes","Bikes","BK-T18U-58",100,75,"L"
567,"Touring-3000 Blue, 62",461.4448,"Blue",742.35,"Touring-3000","Touring Bikes","Bikes","BK-T18U-62",100,75,"L"
568,"Touring-3000 Yellow, 44",461.4448,"Yellow",742.35,"Touring-3000","Touring Bikes","Bikes","BK-T18Y-44",100,75,"L"
569,"Touring-3000 Yellow, 50",461.4448,"Yellow",742.35,"Touring-3000","Touring Bikes","Bikes","BK-T18Y-50",100,75,"L"
570,"Touring-3000 Yellow, 54",461.4448,"Yellow",742.35,"Touring-3000","Touring Bikes","Bikes","BK-T18Y-54",100,75,"L"
571,"Touring-3000 Yellow, 58",461.4448,"Yellow",742.35,"Touring-3000","Touring Bikes","Bikes","BK-T18Y-58",100,75,"L"
572,"Touring-3000 Yellow, 62",461.4448,"Yellow",742.35,"Touring-3000","Touring Bikes","Bikes","BK-T18Y-62",100,75,"L"
573,"Touring-1000 Blue, 46",1481.9379,"Blue",2384.07,"Touring-1000","Touring Bikes","Bikes","BK-T79U-46",100,75,"H"
574,"Touring-1000 Blue, 50",1481.9379,"Blue",2384.07,"Touring-1000","Touring Bikes","Bikes","BK-T79U-50",100,75,"H"
575,"Touring-1000 Blue, 54",1481.9379,"Blue",2384.07,"Touring-1000","Touring Bikes","Bikes","BK-T79U-54",100,75,"H"
576,"Touring-1000 Blue, 60",1481.9379,"Blue",2384.07,"Touring-1000","Touring Bikes","Bikes","BK-T79U-60",100,75,"H"
577,"Touring-2000 Blue, 46",755.1508,"Blue",1214.85,"Touring-2000","Touring Bikes","Bikes","BK-T44U-46",100,75,"M"
578,"Touring-2000 Blue, 50",755.1508,"Blue",1214.85,"Touring-2000","Touring Bikes","Bikes","BK-T44U-50",100,75,"M"
579,"Touring-2000 Blue, 54",755.1508,"Blue",1214.85,"Touring-2000","Touring Bikes","Bikes","BK-T44U-54",100,75,"M"
580,"Road-350-W Yellow, 40",1082.51,"Yellow",1700.99,"Road-350-W","Road Bikes","Bikes","BK-R79Y-40",100,75,"M"
581,"Road-350-W Yellow, 42",1082.51,"Yellow",1700.99,"Road-350-W","Road Bikes","Bikes","BK-R79Y-42",100,75,"M"
582,"Road-350-W Yellow, 44",1082.51,"Yellow",1700.99,"Road-350-W","Road Bikes","Bikes","BK-R79Y-44",100,75,"M"
583,"Road-350-W Yellow, 48",1082.51,"Yellow",1700.99,"Road-350-W","Road Bikes","Bikes","BK-R79Y-48",100,75,"M"
585,"Touring-3000 Blue, 44",461.4448,"Blue",742.35,"Touring-3000","Touring Bikes","Bikes","BK-T18U-44",100,75,"L"
586,"Touring-3000 Blue, 50",461.4448,"Blue",742.35,"Touring-3000","Touring Bikes","Bikes","BK-T18U-50",100,75,"L"
587,"Mountain-400-W Silver, 38",419.7784,"Silver",769.49,"Mountain-400-W","Mountain Bikes","Bikes","BK-M38S-38",100,75,"M"
588,"Mountain-400-W Silver, 40",419.7784,"Silver",769.49,"Mountain-400-W","Mountain Bikes","Bikes","BK-M38S-40",100,75,"M"
589,"Mountain-400-W Silver, 42",419.7784,"Silver",769.49,"Mountain-400-W","Mountain Bikes","Bikes","BK-M38S-42",100,75,"M"
590,"Mountain-400-W Silver, 46",419.7784,"Silver",769.49,"Mountain-400-W","Mountain Bikes","Bikes","BK-M38S-46",100,75,"M"
591,"Mountain-500 Silver, 40",308.2179,"Silver",564.99,"Mountain-500","Mountain Bikes","Bikes","BK-M18S-40",100,75,"L"
592,"Mountain-500 Silver, 42",308.2179,"Silver",564.99,"Mountain-500","Mountain Bikes","Bikes","BK-M18S-42",100,75,"L"
593,"Mountain-500 Silver, 44",308.2179,"Silver",564.99,"Mountain-500","Mountain Bikes","Bikes","BK-M18S-44",100,75,"L"
594,"Mountain-500 Silver, 48",308.2179,"Silver",564.99,"Mountain-500","Mountain Bikes","Bikes","BK-M18S-48",100,75,"L"
595,"Mountain-500 Silver, 52",308.2179,"Silver",564.99,"Mountain-500","Mountain Bikes","Bikes","BK-M18S-52",100,75,"L"
211,"HL Road Frame - Red, 58",868.6342,"Red",1431.5,"HL Road Frame","Road Frames","Components","FR-R92R-58",500,375,"H"
238,"HL Road Frame - Red, 62",747.9682,"Red",1263.4598,"HL Road Frame","Road Frames","Components","FR-R92R-62",500,375,"H"
239,"HL Road Frame - Red, 62",722.2568,"Red",1301.3636,"HL Road Frame","Road Frames","Components","FR-R92R-62",500,375,"H"
240,"HL Road Frame - Red, 62",868.6342,"Red",1431.5,"HL Road Frame","Road Frames","Components","FR-R92R-62",500,375,"H"
241,"HL Road Frame - Red, 44",747.9682,"Red",1263.4598,"HL Road Frame","Road Frames","Components","FR-R92R-44",500,375,"H"
242,"HL Road Frame - Red, 44",722.2568,"Red",1301.3636,"HL Road Frame","Road Frames","Components","FR-R92R-44",500,375,"H"
243,"HL Road Frame - Red, 44",868.6342,"Red",1431.5,"HL Road Frame","Road Frames","Components","FR-R92R-44",500,375,"H"
244,"HL Road Frame - Red, 48",747.9682,"Red",1263.4598,"HL Road Frame","Road Frames","Components","FR-R92R-48",500,375,"H"
245,"HL Road Frame - Red, 48",722.2568,"Red",1301.3636,"HL Road Frame","Road Frames","Components","FR-R92R-48",500,375,"H"
246,"HL Road Frame - Red, 48",868.6342,"Red",1431.5,"HL Road Frame","Road Frames","Components","FR-R92R-48",500,375,"H"
247,"HL Road Frame - Red, 52",747.9682,"Red",1263.4598,"HL Road Frame","Road Frames","Components","FR-R92R-52",500,375,"H"
248,"HL Road Frame - Red, 52",722.2568,"Red",1301.3636,"HL Road Frame","Road Frames","Components","FR-R92R-52",500,375,"H"
249,"HL Road Frame - Red, 52",868.6342,"Red",1431.5,"HL Road Frame","Road Frames","Components","FR-R92R-52",500,375,"H"
250,"HL Road Frame - Red, 56",747.9682,"Red",1263.4598,"HL Road Frame","Road Frames","Components","FR-R92R-56",500,375,"H"
251,"HL Road Frame - Red, 56",722.2568,"Red",1301.3636,"HL Road Frame","Road Frames","Components","FR-R92R-56",500,375,"H"
252,"HL Road Frame - Red, 56",868.6342,"Red",1431.5,"HL Road Frame","Road Frames","Components","FR-R92R-56",500,375,"H"
262,"LL Road Frame - Red, 44",181.4857,"Red",306.5636,"LL Road Frame","Road Frames","Components","FR-R38R-44",500,375,"L"
263,"LL Road Frame - Red, 44",187.1571,"Red",337.22,"LL Road Frame","Road Frames","Components","FR-R38R-44",500,375,"L"
264,"LL Road Frame - Red, 48",181.4857,"Red",306.5636,"LL Road Frame","Road Frames","Components","FR-R38R-48",500,375,"L"
265,"LL Road Frame - Red, 48",187.1571,"Red",337.22,"LL Road Frame","Road Frames","Components","FR-R38R-48",500,375,"L"
266,"LL Road Frame - Red, 52",181.4857,"Red",306.5636,"LL Road Frame","Road Frames","Components","FR-R38R-52",500,375,"L"
267,"LL Road Frame - Red, 52",187.1571,"Red",337.22,"LL Road Frame","Road Frames","Components","FR-R38R-52",500,375,"L"
268,"LL Road Frame - Red, 58",181.4857,"Red",306.5636,"LL Road Frame","Road Frames","Components","FR-R38R-58",500,375,"L"
269,"LL Road Frame - Red, 58",187.1571,"Red",337.22,"LL Road Frame","Road Frames","Components","FR-R38R-58",500,375,"L"
270,"LL Road Frame - Red, 60",181.4857,"Red",306.5636,"LL Road Frame","Road Frames","Components","FR-R38R-60",500,375,"L"
271,"LL Road Frame - Red, 60",187.1571,"Red",337.22,"LL Road Frame","Road Frames","Components","FR-R38R-60",500,375,"L"
272,"LL Road Frame - Red, 62",181.4857,"Red",306.5636,"LL Road Frame","Road Frames","Components","FR-R38R-62",500,375,"L"
273,"LL Road Frame - Red, 62",187.1571,"Red",337.22,"LL Road Frame","Road Frames","Components","FR-R38R-62",500,375,"L"
274,"ML Road Frame - Red, 44",352.1394,"Red",594.83,"ML Road Frame","Road Frames","Components","FR-R72R-44",500,375,"M"
275,"ML Road Frame - Red, 48",352.1394,"Red",594.83,"ML Road Frame","Road Frames","Components","FR-R72R-48",500,375,"M"
276,"ML Road Frame - Red, 52",352.1394,"Red",594.83,"ML Road Frame","Road Frames","Components","FR-R72R-52",500,375,"M"
277,"ML Road Frame - Red, 58",352.1394,"Red",594.83,"ML Road Frame","Road Frames","Components","FR-R72R-58",500,375,"M"
278,"ML Road Frame - Red, 60",352.1394,"Red",594.83,"ML Road Frame","Road Frames","Components","FR-R72R-60",500,375,"M"
288,"HL Mountain Frame - Silver, 42",623.8403,"Silver",1204.3248,"HL Mountain Frame","Mountain Frames","Components","FR-M94S-42",500,375,"H"
289,"HL Mountain Frame - Silver, 42",660.9142,"Silver",1240.4545,"HL Mountain Frame","Mountain Frames","Components","FR-M94S-42",500,375,"H"
290,"HL Mountain Frame - Silver, 42",747.2002,"Silver",1364.5,"HL Mountain Frame","Mountain Frames","Components","FR-M94S-42",500,375,"H"
291,"HL Mountain Frame - Silver, 44",706.811,"Silver",1364.5,"HL Mountain Frame","Mountain Frames","Components","FR-M94S-44",500,375,"H"
292,"HL Mountain Frame - Silver, 48",706.811,"Silver",1364.5,"HL Mountain Frame","Mountain Frames","Components","FR-M94S-52",500,375,"H"
293,"HL Mountain Frame - Silver, 46",623.8403,"Silver",1204.3248,"HL Mountain Frame","Mountain Frames","Components","FR-M94S-46",500,375,"H"
294,"HL Mountain Frame - Silver, 46",660.9142,"Silver",1240.4545,"HL Mountain Frame","Mountain Frames","Components","FR-M94S-46",500,375,"H"
295,"HL Mountain Frame - Silver, 46",747.2002,"Silver",1364.5,"HL Mountain Frame","Mountain Frames","Components","FR-M94S-46",500,375,"H"
307,"HL Mountain Frame - Silver, 38",623.8403,"Silver",1204.3248,"HL Mountain Frame","Mountain Frames","Components","FR-M94S-38",500,375,"H"
308,"HL Mountain Frame - Silver, 38",660.9142,"Silver",1240.4545,"HL Mountain Frame","Mountain Frames","Components","FR-M94S-38",500,375,"H"
309,"HL Mountain Frame - Silver, 38",747.2002,"Silver",1364.5,"HL Mountain Frame","Mountain Frames","Components","FR-M94S-38",500,375,"H"
391,"LL Fork",65.8097,"NA",148.22,"LL Fork","Forks","Components","FK-1639",500,375,"L"
392,"ML Fork",77.9176,"NA",175.49,"ML Fork","Forks","Components","FK-5136",500,375,"M"
393,"HL Fork",101.8936,"NA",229.49,"HL Fork","Forks","Components","FK-9939",500,375,"H"
394,"LL Headset",15.1848,"NA",34.2,"LL Headset","Headsets","Components","HS-0296",500,375,"L"
395,"ML Headset",45.4168,"NA",102.29,"ML Headset","Headsets","Components","HS-2451",500,375,"M"
396,"HL Headset",55.3801,"NA",124.73,"HL Headset","Headsets","Components","HS-3479",500,375,"H"
397,"LL Mountain Handlebars",17.978,"NA",40.4909,"LL Mountain Handlebars","Handlebars","Components","HB-M243",500,375,"L"
398,"LL Mountain Handlebars",19.7758,"NA",44.54,"LL Mountain Handlebars","Handlebars","Components","HB-M243",500,375,"L"
399,"ML Mountain Handlebars",24.9932,"NA",56.2909,"ML Mountain Handlebars","Handlebars","Components","HB-M763",500,375,"M"
400,"ML Mountain Handlebars",27.4925,"NA",61.92,"ML Mountain Handlebars","Handlebars","Components","HB-M763",500,375,"M"
401,"HL Mountain Handlebars",48.5453,"NA",109.3364,"HL Mountain Handlebars","Handlebars","Components","HB-M918",500,375,"H"
402,"HL Mountain Handlebars",53.3999,"NA",120.27,"HL Mountain Handlebars","Handlebars","Components","HB-M918",500,375,"H"
403,"LL Road Handlebars",17.978,"NA",40.4909,"LL Road Handlebars","Handlebars","Components","HB-R504",500,375,"L"
404,"LL Road Handlebars",19.7758,"NA",44.54,"LL Road Handlebars","Handlebars","Components","HB-R504",500,375,"L"
405,"ML Road Handlebars",24.9932,"NA",56.2909,"ML Road Handlebars","Handlebars","Components","HB-R720",500,375,"M"
406,"ML Road Handlebars",27.4925,"NA",61.92,"ML Road Handlebars","Handlebars","Components","HB-R720",500,375,"M"
407,"HL Road Handlebars",48.5453,"NA",109.3364,"HL Road Handlebars","Handlebars","Components","HB-R956",500,375,"H"
408,"HL Road Handlebars",53.3999,"NA",120.27,"HL Road Handlebars","Handlebars","Components","HB-R956",500,375,"H"
417,"ML Road Frame-W - Yellow, 38",300.1188,"Yellow",540.7545,"ML Road Frame-W","Road Frames","Components","FR-R72Y-38",500,375,"M"
418,"ML Road Frame-W - Yellow, 38",360.9428,"Yellow",594.83,"ML Road Frame-W","Road Frames","Components","FR-R72Y-38",500,375,"M"
429,"ML Road Frame-W - Yellow, 40",300.1188,"Yellow",540.7545,"ML Road Frame-W","Road Frames","Components","FR-R72Y-40",500,375,"M"
430,"ML Road Frame-W - Yellow, 40",360.9428,"Yellow",594.83,"ML Road Frame-W","Road Frames","Components","FR-R72Y-40",500,375,"M"
431,"ML Road Frame-W - Yellow, 42",300.1188,"Yellow",540.7545,"ML Road Frame-W","Road Frames","Components","FR-R72Y-42",500,375,"M"
432,"ML Road Frame-W - Yellow, 42",360.9428,"Yellow",594.83,"ML Road Frame-W","Road Frames","Components","FR-R72Y-42",500,375,"M"
433,"ML Road Frame-W - Yellow, 44",300.1188,"Yellow",540.7545,"ML Road Frame-W","Road Frames","Components","FR-R72Y-44",500,375,"M"
434,"ML Road Frame-W - Yellow, 44",360.9428,"Yellow",594.83,"ML Road Frame-W","Road Frames","Components","FR-R72Y-44",500,375,"M"
435,"ML Road Frame-W - Yellow, 48",300.1188,"Yellow",540.7545,"ML Road Frame-W","Road Frames","Components","FR-R72Y-48",500,375,"M"
436,"ML Road Frame-W - Yellow, 48",360.9428,"Yellow",594.83,"ML Road Frame-W","Road Frames","Components","FR-R72Y-48",500,375,"M"
492,"HL Touring Frame - Yellow, 60",601.7437,"Yellow",1003.91,"HL Touring Frame","Touring Frames","Components","FR-T98Y-60",500,375,"H"
493,"LL Touring Frame - Yellow, 62",199.8519,"Yellow",333.42,"LL Touring Frame","Touring Frames","Components","FR-T67Y-62",500,375,"L"
494,"HL Touring Frame - Yellow, 46",601.7437,"Yellow",1003.91,"HL Touring Frame","Touring Frames","Components","FR-T98Y-46",500,375,"H"
495,"HL Touring Frame - Yellow, 50",601.7437,"Yellow",1003.91,"HL Touring Frame","Touring Frames","Components","FR-T98Y-50",500,375,"H"
496,"HL Touring Frame - Yellow, 54",601.7437,"Yellow",1003.91,"HL Touring Frame","Touring Frames","Components","FR-T98Y-54",500,375,"H"
497,"HL Touring Frame - Blue, 46",601.7437,"Blue",1003.91,"HL Touring Frame","Touring Frames","Components","FR-T98U-46",500,375,"H"
498,"HL Touring Frame - Blue, 50",601.7437,"Blue",1003.91,"HL Touring Frame","Touring Frames","Components","FR-T98U-50",500,375,"H"
499,"HL Touring Frame - Blue, 54",601.7437,"Blue",1003.91,"HL Touring Frame","Touring Frames","Components","FR-T98U-54",500,375,"H"
500,"HL Touring Frame - Blue, 60",601.7437,"Blue",1003.91,"HL Touring Frame","Touring Frames","Components","FR-T98U-60",500,375,"H"
501,"Rear Derailleur",53.9282,"Silver",121.46,"Rear Derailleur","Derailleurs","Components","RD-2308",500,375,""
502,"LL Touring Frame - Blue, 50",199.8519,"Blue",333.42,"LL Touring Frame","Touring Frames","Components","FR-T67U-50",500,375,"L"
503,"LL Touring Frame - Blue, 54",199.8519,"Blue",333.42,"LL Touring Frame","Touring Frames","Components","FR-T67U-54",500,375,"L"
504,"LL Touring Frame - Blue, 58",199.8519,"Blue",333.42,"LL Touring Frame","Touring Frames","Components","FR-T67U-58",500,375,"L"
505,"LL Touring Frame - Blue, 62",199.8519,"Blue",333.42,"LL Touring Frame","Touring Frames","Components","FR-T67U-62",500,375,"L"
506,"LL Touring Frame - Yellow, 44",199.8519,"Yellow",333.42,"LL Touring Frame","Touring Frames","Components","FR-T67Y-44",500,375,"L"
507,"LL Touring Frame - Yellow, 50",199.8519,"Yellow",333.42,"LL Touring Frame","Touring Frames","Components","FR-T67Y-50",500,375,"L"
508,"LL Touring Frame - Yellow, 54",199.8519,"Yellow",333.42,"LL Touring Frame","Touring Frames","Components","FR-T67Y-54",500,375,"L"
509,"LL Touring Frame - Yellow, 58",199.8519,"Yellow",333.42,"LL Touring Frame","Touring Frames","Components","FR-T67Y-58",500,375,"L"
510,"LL Touring Frame - Blue, 44",199.8519,"Blue",333.42,"LL Touring Frame","Touring Frames","Components","FR-T67U-44",500,375,"L"
511,"ML Mountain Frame-W - Silver, 40",199.3757,"Silver",364.09,"ML Mountain Frame-W","Mountain Frames","Components","FR-M63S-40",500,375,"M"
512,"ML Mountain Frame-W - Silver, 42",199.3757,"Silver",364.09,"ML Mountain Frame-W","Mountain Frames","Components","FR-M63S-42",500,375,"M"
513,"ML Mountain Frame-W - Silver, 46",199.3757,"Silver",364.09,"ML Mountain Frame-W","Mountain Frames","Components","FR-M63S-46",500,375,"M"
514,"Rear Brakes",47.286,"Silver",106.5,"Rear Brakes","Brakes","Components","RB-9231",500,375,""
515,"LL Mountain Seat/Saddle",12.0413,"NA",27.12,"LL Mountain Seat/Saddle 2","Saddles","Components","SE-M236",500,375,"L"
516,"ML Mountain Seat/Saddle",17.3782,"NA",39.14,"ML Mountain Seat/Saddle 2","Saddles","Components","SE-M798",500,375,"M"
517,"HL Mountain Seat/Saddle",23.3722,"NA",52.64,"HL Mountain Seat/Saddle 2","Saddles","Components","SE-M940",500,375,"H"
518,"LL Road Seat/Saddle",12.0413,"NA",27.12,"LL Road Seat/Saddle 1","Saddles","Components","SE-R581",500,375,"L"
519,"ML Road Seat/Saddle",17.3782,"NA",39.14,"ML Road Seat/Saddle 2","Saddles","Components","SE-R908",500,375,"M"
520,"HL Road Seat/Saddle",23.3722,"NA",52.64,"HL Road Seat/Saddle 2","Saddles","Components","SE-R995",500,375,"H"
521,"LL Touring Seat/Saddle",12.0413,"NA",27.12,"LL Touring Seat/Saddle","Saddles","Components","SE-T312",500,375,"L"
522,"ML Touring Seat/Saddle",17.3782,"NA",39.14,"ML Touring Seat/Saddle","Saddles","Components","SE-T762",500,375,"M"
523,"HL Touring Seat/Saddle",23.3722,"NA",52.64,"HL Touring Seat/Saddle","Saddles","Components","SE-T924",500,375,"H"
524,"LL Mountain Frame - Silver, 42",144.5938,"Silver",264.05,"LL Mountain Frame","Mountain Frames","Components","FR-M21S-42",500,375,"L"
525,"LL Mountain Frame - Silver, 44",144.5938,"Silver",264.05,"LL Mountain Frame","Mountain Frames","Components","FR-M21S-44",500,375,"L"
526,"LL Mountain Frame - Silver, 48",144.5938,"Silver",264.05,"LL Mountain Frame","Mountain Frames","Components","FR-M21S-48",500,375,"L"
527,"LL Mountain Frame - Silver, 52",144.5938,"Silver",264.05,"LL Mountain Frame","Mountain Frames","Components","FR-M21S-52",500,375,"L"
528,"Mountain Tire Tube",1.8663,"NA",4.99,"Mountain Tire Tube","Tires and Tubes","Accessories","TT-M928",500,375,""
529,"Road Tire Tube",1.4923,"NA",3.99,"Road Tire Tube","Tires and Tubes","Accessories","TT-R982",500,375,""
530,"Touring Tire Tube",1.8663,"NA",4.99,"Touring Tire Tube","Tires and Tubes","Accessories","TT-T092",500,375,""
535,"LL Mountain Tire",9.3463,"NA",24.99,"LL Mountain Tire","Tires and Tubes","Accessories","TI-M267",500,375,"L"
536,"ML Mountain Tire",11.2163,"NA",29.99,"ML Mountain Tire","Tires and Tubes","Accessories","TI-M602",500,375,"M"
537,"HL Mountain Tire",13.09,"NA",35,"HL Mountain Tire","Tires and Tubes","Accessories","TI-M823",500,375,"H"
538,"LL Road Tire",8.0373,"NA",21.49,"LL Road Tire","Tires and Tubes","Accessories","TI-R092",500,375,"L"
539,"ML Road Tire",9.3463,"NA",24.99,"ML Road Tire","Tires and Tubes","Accessories","TI-R628",500,375,"M"
540,"HL Road Tire",12.1924,"NA",32.6,"HL Road Tire","Tires and Tubes","Accessories","TI-R982",500,375,"H"
541,"Touring Tire",10.8423,"NA",28.99,"Touring Tire","Tires and Tubes","Accessories","TI-T723",500,375,""
542,"LL Mountain Pedal",17.9776,"Silver/Black",40.49,"LL Mountain Pedal","Pedals","Components","PD-M282",500,375,"L"
543,"ML Mountain Pedal",27.568,"Silver/Black",62.09,"ML Mountain Pedal","Pedals","Components","PD-M340",500,375,"M"
544,"HL Mountain Pedal",35.9596,"Silver/Black",80.99,"HL Mountain Pedal","Pedals","Components","PD-M562",500,375,"H"
545,"LL Road Pedal",17.9776,"Silver/Black",40.49,"LL Road Pedal","Pedals","Components","PD-R347",500,375,"L"
546,"ML Road Pedal",27.568,"Silver/Black",62.09,"ML Road Pedal","Pedals","Components","PD-R563",500,375,"M"
547,"HL Road Pedal",35.9596,"Silver/Black",80.99,"HL Road Pedal","Pedals","Components","PD-R853",500,375,"H"
548,"Touring Pedal",35.9596,"Silver/Black",80.99,"Touring Pedal","Pedals","Components","PD-T852",500,375,""
549,"ML Mountain Frame-W - Silver, 38",199.3757,"Silver",364.09,"ML Mountain Frame-W","Mountain Frames","Components","FR-M63S-38",500,375,"M"
551,"LL Mountain Frame - Silver, 40",144.5938,"Silver",264.05,"LL Mountain Frame","Mountain Frames","Components","FR-M21S-40",500,375,"L"
552,"Front Derailleur",40.6216,"Silver",91.49,"Front Derailleur","Derailleurs","Components","FD-2342",500,375,""
553,"LL Touring Handlebars",20.464,"NA",46.09,"LL Touring Handlebars","Handlebars","Components","HB-T721",500,375,"L"
554,"HL Touring Handlebars",40.6571,"NA",91.57,"HL Touring Handlebars","Handlebars","Components","HB-T928",500,375,"H"
555,"Front Brakes",47.286,"Silver",106.5,"Front Brakes","Brakes","Components","FB-9873",500,375,""
559,"Chain",8.9866,"Silver",20.24,"Chain","Chains","Components","CH-0234",500,375,""
601,"LL Bottom Bracket",23.9716,"NA",53.99,"LL Bottom Bracket","Bottom Brackets","Components","BB-7421",500,375,"L"
602,"ML Bottom Bracket",44.9506,"NA",101.24,"ML Bottom Bracket","Bottom Brackets","Components","BB-8107",500,375,"M"
603,"HL Bottom Bracket",53.9416,"NA",121.49,"HL Bottom Bracket","Bottom Brackets","Components","BB-9108",500,375,"H"
